,NZ_EPISODIC_LIFE_CYCLE_EVENT_ID_IDX,NZ_EPISODIC_CUSTOMER_SOURCE_ID_IDX,NZ_EPISODIC_BILLING_ACCOUNT_SOURCE_ID_IDX,NZ_EPISODIC_SERVICE_SOURCE_ID_TXT,NZ_EPISODIC_D_SERVICE_KEY_TXT,NZ_EPISODIC_D_CUSTOMER_KEY_TXT,NZ_EPISODIC_D_BILLING_ACCOUNT_KEY_TXT,SURVEYID,SURVEY_STATUS_DISPLAY,NZ_EPISODIC_SURVEY_CATEGORY_ALT,NZ_EPISODIC_SURVEY_DISPLAY_NAME_ALT,NZ_EPISODIC_EXTRACT_DATE_TIME_DT,NZ_CREATIONDATE_73_DT,NZ_RESPONSEDATE_73_DT,NZ_REMINDEDDATE_73_DT,NZ_CANCEL_CANCEL_CHANGE_OF_ADDRESS_ALT,NZ_CANCEL_COMPANION_MOVING_SEPARATE_PLAN_ALT,NZ_CANCEL_CSAT_REASON_CMT,NZ_CANCEL_CSAT_SCORE_SCALE,NZ_CANCEL_IMPORTANT_IMPROVEMENT_CMT,NZ_CANCEL_LIKELY_TO_RECOMMEND_SCALE,NZ_CANCEL_NEW_PROVIDER_ALT,NZ_CANCEL_NEW_PROVIDER_BROADBAND_ALT,NZ_CANCEL_NEW_PROVIDER_BROADBAND_CMT,NZ_CANCEL_NEW_PROVIDER_BROADBAND_OTHER_ALT,NZ_CANCEL_NEW_PROVIDER_MOBILE_ALT,NZ_CANCEL_NEW_PROVIDER_MOBILE_CMT,NZ_CANCEL_NEW_PROVIDER_MOBILE_OTHER_ALT,NZ_CANCEL_REASON_CANCEL_CMT,NZ_CANCEL_REL_LIKELY_TO_RECOMMEND_SCALE,NZ_CANCEL_SAT_COMMUNICATION_ABOUT_YOUR_CANCELLATION_SCALE,NZ_CANCEL_SAT_GETTING_HELP_OR_SUPPORT_SCALE,NZ_CANCEL_SAT_STAFF_HELPFULNESS_SCALE,NZ_CANCEL_SAT_THE_EASE_OF_CANCELLING_SCALE,NZ_CHANGE_BUY_GETTING_HELP_OR_SUPPORT_SCALE,NZ_CHANGE_BUY_NAVIGATING_THE_ONE_NZ_WEBSITE_SCALE,NZ_CHANGE_BUY_STAFF_HELPFULNESS_SCALE,NZ_CHANGE_BUY_THE_EASE_OF_CHANGING_YOUR_CONTRACT_SCALE,NZ_CHANGE_BUY_THE_PAYMENT_OPTIONS_AVAILABLE_SCALE,NZ_CHANGE_BUY_THE_TIME_TAKEN_TO_MAKE_THE_CHANGE_SCALE,NZ_CHANGE_CHOOSE_GETTING_HELP_OR_SUPPORT_SCALE,NZ_CHANGE_CHOOSE_STAFF_HELPFULNESS_SCALE,NZ_CHANGE_CHOOSE_THE_EASE_OF_COMPARING_OPTIONS_SCALE,NZ_CHANGE_CHOOSE_THE_OPTIONS_AVAILABLE_TO_SUIT_YOU_SCALE,NZ_CHANGE_CHOOSE_THE_USEFULNESS_OF_INFORMATION_SCALE,NZ_CHANGE_CHOOSE_TRADING_IN_YOUR_OLD_PHONE_SCALE,NZ_CHANGE_IMPORTANT_IMPROVEMENT_CMT,NZ_CHANGE_MANAGE_COMMUNICATION_ABOUT_YOUR_CHANGE_SCALE,NZ_CHANGE_MANAGE_THE_EASE_OF_MAKING_YOUR_CHANGE_SCALE,NZ_CHANGE_MANAGE_THE_WAYS_OF_CONTACTING_ONE_NZ_SCALE,NZ_CHANGE_NPS_SCALE,NZ_CHANGE_OPERATE_THE_QUALITY_OF_YOUR_WI_FI_SIGNAL_SCALE,NZ_CHANGE_OPERATE_THE_RELIABILITY_OF_ONE_NZ_BROADBAND_SCALE,NZ_CHANGE_OPERATE_THE_SPEED_OF_ONE_NZ_BROADBAND_SCALE,NZ_CHANGE_OVERALL_SATISFACTION_REASON_CMT,NZ_CHANGE_OVERALL_SATISFACTION_SCALE,NZ_CHANGE_REASON_CHANGE_CMT,NZ_CHANGE_SETUP_EASE_OF_GETTING_SET_UP_AND_ONLINE_SCALE,NZ_CHANGE_SETUP_GETTING_HELP_OR_SUPPORT_SCALE,NZ_CHANGE_SETUP_THE_EASE_OF_CONFIRMING_YOUR_MOVE_SCALE,NZ_CHANGE_SETUP_THE_QUALITY_OF_YOUR_INSTALLATION_SCALE,NZ_CHANGE_SETUP_UPDATES_FROM_THE_TECHNICIAN_SCALE,NZ_CHANGE_SETUP_UPDATES_ON_GETTING_YOU_CONNECTED_SCALE,NZ_CHANGE_SETUP_UPDATES_ON_YOUR_MODEM_DELIVERY_SCALE,NZ_JOIN_BUY_GETTING_HELP_OR_SUPPORT_SCALE,NZ_JOIN_BUY_NAVIGATING_THE_ONE_NZ_WEBSITE_SCALE,NZ_JOIN_BUY_STAFF_HELPFULNESS_SCALE,NZ_JOIN_BUY_THE_EASE_OF_SIGNING_UP_FOR_YOUR_PLAN_SCALE,NZ_JOIN_BUY_THE_PAYMENT_OPTIONS_AVAILABLE_SCALE,NZ_JOIN_BUY_THE_TIME_TAKEN_TO_SIGN_UP_SCALE,NZ_JOIN_BUY_TRADING_IN_YOUR_OLD_PHONE_SCALE,NZ_JOIN_CHOOSE_GETTING_HELP_OR_SUPPORT_SCALE,NZ_JOIN_CHOOSE_STAFF_HELPFULNESS_SCALE,NZ_JOIN_CHOOSE_THE_EASE_OF_COMPARING_PLANS_SCALE,NZ_JOIN_CHOOSE_THE_OPTIONS_AVAILABLE_SCALE,NZ_JOIN_CHOOSE_THE_USEFULNESS_OF_INFORMATION_SCALE,NZ_JOIN_GENERAL_ACCESSING_ACCOUNT_AND_BILLING_SCALE,NZ_JOIN_GENERAL_ACTIVATING_AND_GETTING_CONNECTED_SCALE,NZ_JOIN_GENERAL_CHOOSING_A_PLAN_SCALE,NZ_JOIN_GENERAL_CHOOSING_YOUR_PHONE_TABLET_SCALE,NZ_JOIN_GENERAL_LIKELY_TO_RECOMMEND_SCALE,NZ_JOIN_GENERAL_SATISFACTION_REASON_CMT,NZ_JOIN_GENERAL_SIGNING_UP_FOR_YOUR_PLAN_SCALE,NZ_JOIN_GENERAL_THE_OVERALL_EXPERIENCE_SCALE,NZ_JOIN_IMPORTANT_IMPROVEMENT_CMT,NZ_JOIN_SETUP_DOWNLOADING_AND_SET_UP_IN_THE_APP_SCALE,NZ_JOIN_SETUP_GETTING_HELP_OR_SUPPORT_SCALE,NZ_JOIN_SETUP_THE_EASE_OF_MAKING_YOUR_FIRST_PAYMENT_SCALE,NZ_JOIN_SETUP_THE_EASE_OF_UNDERSTANDING_FIRST_BILL_SCALE,NZ_JOIN_SETUP_VIEWING_USAGE_INFORMATION_SCALE,NZ_JOIN_STARTED_BROADBAND_WORKING_TIMEFRAME_ALT,NZ_JOIN_STARTED_EASE_OF_GETTING_SET_UP_AND_ONLINE_SCALE,NZ_JOIN_STARTED_EASE_OF_TRANSFERRING_YOUR_PHONE_NO_SCALE,NZ_JOIN_STARTED_GETTING_HELP_OR_SUPPORT_SCALE,NZ_JOIN_STARTED_OUR_UPDATES_ON_GETTING_YOU_CONNECTED_SCALE,NZ_JOIN_STARTED_THE_QUALITY_OF_YOUR_INSTALLATION_SCALE,NZ_JOIN_STARTED_UPDATES_FROM_THE_TECHNICIAN_SCALE,NZ_JOIN_STARTED_UPDATES_ON_YOUR_DELIVERY_SCALE,NZ_RELATIONSHIP_BROADBAND_RETENTION_ALT,NZ_RELATIONSHIP_CX_I_CONNECT_WITH_ONE_NZ_VALUES_SCALE,NZ_RELATIONSHIP_CX_I_FEEL_IN_CONTROL_SCALE,NZ_RELATIONSHIP_CX_IT_CLEAR_WHAT_TO_EXPECT_SCALE,NZ_RELATIONSHIP_CX_LET_ME_ENJOY_LIFE_MORE_SCALE,NZ_RELATIONSHIP_CX_ONE_NZ_MAKES_ME_FEEL_VALUED_SCALE,NZ_RELATIONSHIP_CX_ONE_NZ_TREATS_ME_FAIRLY_SCALE,NZ_RELATIONSHIP_GENERAL_APPROACH_TO_SUSTAINABILITY_SCALE,NZ_RELATIONSHIP_GENERAL_GETTING_ACCOUNT_OR_SUPPORT_SCALE,NZ_RELATIONSHIP_GENERAL_ONE_NZ_MOBILE_NETWORK_SCALE,NZ_RELATIONSHIP_GENERAL_ONE_NZ_PRODUCT_AND_PLAN_SCALE,NZ_RELATIONSHIP_GENERAL_RECEIVING_AND_PAYING_BILL_SCALE,NZ_RELATIONSHIP_GENERAL_THE_ONE_NZ_APP_WEBSITE_SCALE,NZ_RELATIONSHIP_GENERAL_THE_ONE_NZ_REWARDS_SCALE,NZ_RELATIONSHIP_GENERAL_THE_VALUE_FOR_MONEY_SCALE,NZ_RELATIONSHIP_GENERAL_YOUR_ONE_NZ_BROADBAND_SCALE,NZ_RELATIONSHIP_IMPORTANT_IMPROVEMENT_CMT,NZ_RELATIONSHIP_MOBILE_RETENTION_ALT,NZ_RELATIONSHIP_NPS_REASON_CMT,NZ_RELATIONSHIP_NPS_SCALE,NZ_RELATIONSHIP_OVERALL_SATISFACTION_SCALE,NZ_USE_CSAT_ONE_NZ_MOBILE_NETWORK_SCALE,NZ_USE_CSAT_REASON_CMT,NZ_USE_CSAT_THE_BILLING_AND_PAYMENT_PROCESS_SCALE,NZ_USE_CSAT_THE_COMMUNICATION_YOU_RECEIVE_SCALE,NZ_USE_CSAT_THE_MY_ONE_NZ_APP_SCALE,NZ_USE_CSAT_YOUR_HOME_BROADBAND_CONNECTION_SCALE,NZ_USE_CSAT_YOUR_PLAN_OVERALL_SCALE,NZ_USE_HELP_STAFF_HELPFULNESS_SCALE,NZ_USE_HELP_STAFF_KNOWLEDGE_SCALE,NZ_USE_HELP_THE_EASE_OF_FINDING_THE_INFORMATION_SCALE,NZ_USE_HELP_THE_SOLUTION_OR_OUTCOME_TO_YOUR_ISSUE_SCALE,NZ_USE_HELP_THE_TIME_TAKEN_TO_FIX_YOUR_ISSUE_SCALE,NZ_USE_IMPORTANT_IMPROVEMENT_CMT,NZ_USE_LAST_RECEIVED_HELP_ALT,NZ_USE_MANAGE_ACCESSING_USAGE_INFORMATION_SCALE,NZ_USE_MANAGE_NOTIFICATIONS_ON_OUTAGES_SCALE,NZ_USE_MANAGE_NOTIFICATIONS_ON_UNEXPECTED_CHARGES_SCALE,NZ_USE_NPS_HELP_RECEIVED_SCALE,NZ_USE_NPS_SCALE,NZ_USE_OPERATE_THE_COVERAGE_OF_MOBILE_NETWORK_SCALE,NZ_USE_OPERATE_THE_DATA_SPEED_ON_ONE_NZ_NETWORK_SCALE,NZ_USE_OPERATE_THE_QUALITY_OF_CALLS_MADE_ON_ONE_NZ_SCALE,NZ_USE_OPERATE_THE_QUALITY_OF_YOUR_WI_FI_SIGNAL_SCALE,NZ_USE_OPERATE_THE_RELIABILITY_OF_ONE_NZ_BROADBAND_SCALE,NZ_USE_OPERATE_THE_SPEED_OF_ONE_NZ_BROADBAND_SCALE,NZ_USE_PAY_THE_ACCURACY_OF_YOUR_BILL_SCALE,NZ_USE_PAY_THE_EASE_OF_UNDERSTANDING_YOUR_BILL_SCALE,NZ_USE_PAY_THE_PAYMENT_OPTIONS_SCALE,NZ_USE_QUERY_HELP_CHANNEL_ALT,NZ_USE_QUERY_RESOLVED_ALT,NZ_USE_QUERY_SATISFACTION_SCALE,NZ_USE_QUERY_TOPIC_ALT,NZ_USE_QUERY_TOPIC_OTHER_TXT
333,42023070500810156,1-1261GLPC,1-1261TN5U,1-12621R4I,057507dc5758d23a1b88589438ff2ea1,9c2ab665d8b7761d93519f8fa4ff5960,497138ed2e5ddb6e2f79e44bc07fed04,20581181,Completed,Use,mobile Pay Monthly,2023-07-04 18:03:11,2023-07-06 13:45:03,2023-07-11 16:16:13,2023-07-10 13:46:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,8,8,,8,,,,,,,Within the past year,7,9,8,,8,8,7,7,,,,,,,,,,,
334,42023070500909991,1-U173U5Q,1-U17B6TN,1-11DYQQ1T,e859233325c9514ff78df3037366e517,7b156ea156cc34c5b5defec37c14751a,a22a47198c618ffec4e3c02c3bb843eb,20579824,Completed,Use,mobile Pay Monthly,2023-07-04 18:03:11,2023-07-06 13:45:03,2023-07-07 11:30:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"The app doesn't show monthly bill or make payment easy. Everything else fairly solid, no stand out experience though",7,7,3,,7,,,,,,The app,Within the past year,3,3,3,,6,6,5,7,,,,,,,,,,,
338,42023070500989676,1-1499XHME,1-149AWA4S,1-149B48DK,196f50337d7f78854838ae253b24fe7e,7b1852ba532c38db8fe3ebb67cbdd380,b6d5ffc6b153c4987923b216b24f88ba,20578396,Completed,Use,mobile Pay Monthly,2023-07-04 18:03:11,2023-07-06 13:45:03,2023-07-10 15:05:36,2023-07-10 13:48:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Just having trouble with name change,9,9,9,,9,,,,,,I tried to find out if could put plan on hold for 2 months and couldn't anyone to talk too,Within the past year,6,10,5,,5,5,5,5,,,,,,,,,,,
342,42023070600361915,1-YJY8R1U,1-YJYX4H7,1-YK8VNUY,d8b56c3bb9d3a236107174b3dbdb69f7,14a2ff75d667935f1791ac71abcd638c,af48abc9f478d7cbf4c805e812aa1939,20595733,Completed,Use,mobile Pay Monthly,2023-07-05 18:02:49,2023-07-07 13:45:04,2023-07-13 00:19:08,2023-07-11 13:49:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"When I was with Vodafone I used to pay less for my plan and as soon as you changed the name to ONE, my plan was double price without even give me options to choose. One day I just got a text notifying me that next month I will be paying almost double my plan!  
I went to one of the offices to talk about it and no one help me, the customer services they have was awful and I don’t have the time to come back. They just told me to call to the company. 
I am seriously considering change company because I am not happy with this change that I have never agree with.",0,1,2,,0,0,1,1,0,0,"Customer services, when I went to the store the people working there hardly gave me time, they were not even interested to listen the only thing they said is to call the One number with my issue. The bill was double from one month to other without even give me time or consultation if I agreed with the change",Within the past week,,,,1,1,4,5,3,,,,1,1,1,In store,"No, was not resolved",0,"Issues with billing, payment or topping up",
352,42023070600945460,1-14WI5PND,1-14WI5LO1,1-14WI7GZA,720a7fbaeb9309270ed3efb4dcbb1e1b,50224ed211ad1029de65e43207b9d56e,79e606e7b157dbd14114dc03c354e955,20595398,Completed,Use,mobile Pay Monthly,2023-07-05 18:02:49,2023-07-07 13:45:04,2023-07-12 13:22:58,2023-07-11 13:49:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"I am very happy with the new and improved One App. It is so easy to manage and so handy to quickly check how much data I have and how much minutes. The billing is straight forward, easy and what’s most helpful is I can pay in advance and top up my account so I can pay the bill at any time! I also love how I can see how many days I have left on my plan. Overall it is a very handy app and I am able to manage my phone plan a lot more efficiently!",9,9,8,,9,,,,,,"I personally don’t think there is much to improve, the layout of the app and the communication services available are very handy and very easy to use. All the plans and billing history is all at easy access. It is a very nice upgrade thank you!",Within the past year,,,,,9,9,9,10,,,,10,10,9,,,,,
357,42023070700044192,1-JQ6TE8B,1-LCOWP1Y,1-LCP10XM,94a3e3ba8bb5148bdbd55a630c41c0f4,f99fc8ebe04200a34dc72b6f003f0d18,54fe80b53245b7dc5c95b76e07afbcdd,20610121,Completed,Use,mobile Pay Monthly,2023-07-06 18:02:40,2023-07-08 13:45:03,2023-07-08 16:39:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,9,8,5,,8,10,10,10,10,10,No comment,Within the past month,5,5,5,8,8,8,8,8,,,,,,,In store,"Yes, fully resolved",10,Issues with your phone or modem,
358,42023070700057493,1-2GFFTG9,1-390P2N6,1-W0XOP9C,47acacf1ef4d8f25850f05c27d72cbf4,878f8871237f5c6095653921e1819d44,af90a791204288c42d51d2984ef0a216,20612136,Completed,Use,mobile Pay Monthly,2023-07-06 18:02:40,2023-07-08 13:45:03,2023-07-08 14:06:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,competitiveness is wanning of current plans especially carry over monthly unused data,5,6,5,,4,,,,,,cheaper rates,Within the past year,,,,,5,7,7,7,,,,6,6,6,,,,,
369,42023070700461103,1-14UWTKMZ,1-14UWTKW8,1-14ZT5Y8P,566db063274491f57c3fca83c459ab7e,ef84b0fb586825ef40b52e40dbd85b3d,83ef9198be56e58d4d96e271527a8847,20610419,Completed,Use,mobile Pay Monthly,2023-07-06 18:02:40,2023-07-08 13:45:03,2023-07-10 12:24:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,5,5,,5,,,,,,,Within the past year,,,,,6,4,6,4,,,,6,5,6,,,,,
370,102023062300141315,1-Z5ET4HN,1-Z5FWLHD,1-10UYWTGG,e9695d558ce9285726479d212331a088,1cae72299a99de38c968ea75bc1caaa3,f28289d4c4a68a8804a67954f2e156b5,20346863,Completed,Relationship,broadband,2023-06-22 18:02:28,2023-06-24 12:45:04,2023-06-25 07:51:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,2,1,1,4,1,1,2,Broadband should be faster as the the Vodafone to worth with the money I pay,99,Before when it was with Vodafone it was worth paying the bills it was faster as the agreement as soon as the time that ONE NZ start maaan it was really bad slow 🤦🏽‍♀️… when I call and report how many times and nothing change it still the same so I’m thinking of change to another company,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,102023062400079640,1-12U4EASX,1-12U4EYTJ,1-12U4IAKC,72c4ec05eb5ba507b196ccd62283a541,3f1074c65344f5207745593e39834611,c65d8e9a00fe703e9c991649c8686d21,20380015,Completed,Relationship,broadband,2023-06-23 18:02:39,2023-06-25 12:45:03,2023-06-27 00:29:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,N/A,7,N/A,7,7,7,N/A,N/A,,N/A,9,N/A,7,6,9,More competitive pricing,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,102023062400138836,1-T01ARHP,1-T02AU8W,1-T02CMC6,d9b49235702b2916f48cda6bee3e0056,18466483bd2c3c6a504e96ada0dacb75,0e8c9ce43477d2a529ecb5bb3e9dbfb9,20376716,Completed,Relationship,broadband,2023-06-23 18:02:39,2023-06-25 12:45:03,2023-06-29 14:16:17,2023-06-29 12:55:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,N/A,5,5,6,6,N/A,,N/A,7,5,4,7,7,Keep costs down,,Generic service currently at the right price,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,102023062400324488,1-O6QU7Q5,1-O6RGJZM,1-O6RIUHM,dc540b374d68cb6d22da1b0f7fd145db,db7b6c08f540d5dbfb3946f5fa8a641d,948bed4e0c49e13624abb4c94adfe1df,20381518,Completed,Relationship,broadband,2023-06-23 18:02:39,2023-06-25 12:45:03,2023-06-26 12:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,5,5,5,5,N/A,5,,8,8,10,4,9,8,Customer service. Number 2 would be allowing more contract flexibility (ie. allowing us to fix for 24 and 36 months).,,"Good service, our internet seems to be working well, but we are missing the price advantages of your former partnering with Sky for bundling purposes",8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,102023062400581832,1-SQD9EQ5,1-SQD9EQV,1-SQDIDQA,7519d92d39b77c920d662e65a0b3aa2f,4573c9e3974d02d0d40023ef5ddee327,268994e8e595920ff13aeb9dc2a29020,20378991,Completed,Relationship,broadband,2023-06-23 18:02:39,2023-06-25 12:45:03,2023-06-25 13:41:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10,10,9,10,10,N/A,10,,9,9,N/A,N/A,9,10,Pricing is competitive and that’s something that will always be hard to maintain. My partner and I have discussed looking elsewhere as there tend to be sign bonuses but unsure at the moment,,Had no problems and always been happy with service when needed,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,102023062500187244,1-165HUQRO,1-165I7GWA,1-1678704U,6f3099b26b708118ddac68f1bb800428,66eb6583bddb8920a6ab02215503aafa,13adfd7f86e22de17e1ea62458482986,20395742,Completed,Relationship,broadband,2023-06-24 18:02:24,2023-06-26 12:45:01,2023-06-26 15:22:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,6,N/A,N/A,6,7,10,N/A,9,N/A,10,10,N/A,9,10,Customer service & technical knowledge in the Cambridge One Nz store( very keen to hook me in tgen disinterested. A staff member actually used my new I phone to claim my Spotify hours so very unimpressed.,3,I like the response One Nz is making to block pornography of children from reaching or being able to access by anyone in Nz; also agree with the commitment to ensure total accessibility of mobile phone users through out Nz,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,102023062500280682,1-YSX5XWC,1-YSX7LVY,1-YSX8TCY,da477980982e232ed18b0b74d29ed002,cdbeffcc05aa1ff4130c67f65c8150fd,3a7a45e052fa86b00852264d78bf8906,20393613,Completed,Relationship,broadband,2023-06-24 18:02:24,2023-06-26 12:45:01,2023-06-30 13:13:07,2023-06-30 12:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,7,8,8,8,8,,8,9,8,7,7,8,"I find the personal manning your help lines are very hard to understand at times because
of their accents and English not being their first language.",,Very satisfied with my current arrangements and support.,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,102023062600055327,1-QFYIPWD,1-QFYY40K,1-URPQIWA,e8d394f77d08fed1d7d1c390cc6c98cf,99236ce9cc8dc9ae94cd0c6f2f2a28c6,badaa7392c8695c002e02398814100a9,20411577,Completed,Relationship,broadband,2023-06-25 18:02:44,2023-06-27 12:45:03,2023-06-27 14:57:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,Help for older clients in store,,30 years using your service,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,92023052900002452,1-58CY00H,1-58CY01J,1-8OTHWK5,818ffeb7a3dd555f3961eef8d0941816,98e4ad75efd060f7baae49270433225d,946ff0a5d36916763ff9d84b5071a8db,19898908,Completed,Relationship,mobile Pay Monthly,2023-05-28 18:01:45,2023-05-30 12:45:00,2023-05-30 14:50:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,3,4,4,N/A,2,5,5,5,6,3,3,,"No affordable plans, ridiculous prices. Customer service below average. What we pay for is not worth it",1,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,92023052900178111,1-DP3RB3H,1-DP3RB7A,1-XN7PPH1,dfad071b9d7e0ab8543f7d7f0b68d13f,fc107b8ede2336f027116d3eb897be05,dde1c9e5387edecc7e3bf397ec22e5e1,19897956,Completed,Relationship,mobile Pay Monthly,2023-05-28 18:01:45,2023-05-30 12:45:00,2023-05-31 19:31:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep your promises,2,Keep your promises,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,92023052900703713,1-7OQ2-3338,1-6G6UDGF,1-11H98NO3,2d6bace42f3145174470db52c75deb0c,ed1b06d4f5004baf51e0d57f2fe402cf,75c6e388d901964616d058797ae23c01,19896959,Completed,Relationship,mobile Pay Monthly,2023-05-28 18:01:45,2023-05-30 12:45:00,2023-06-03 16:49:20,2023-06-03 12:54:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,N/A,8,8,N/A,6,10,7,9,7,N/A,9,,Customer support,4,Happy with my service,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,92023060100181738,1-YL80THR,1-YL80TIL,1-YM591Z2,b452dbfe7e8351fd95bd04cf6696cb24,255ee86b316da16ccd27d51c81ba45ff,6594440a82ab2538288ca3773ff1ee8a,19955947,Completed,Relationship,mobile Pay Monthly,2023-05-31 19:19:58,2023-06-02 12:45:00,2023-06-03 07:20:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,8,8,10,10,7,5,10,,I haven't read anything on Ones efforts for sustainability and a bit unsure how to answer the overall relationship questions as I have really interacted with One personally. Also not sure about the rewards program either and didn't know there was one.,1,I haven't been with any other company to compare but haven't had any problems with One and theonthly charge is cheap for what you get.,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,92023060100301762,1-7O8R-4429,1-7OBV-113,1-VFODIW2,27ebfe95e9be25b13cba11c1bcd796fa,6873f1af5d5086f7cd0bb58f4fa19719,eee6f931270fe35ad3ae236938448a7e,19956930,Completed,Relationship,mobile Pay Monthly,2023-05-31 19:19:58,2023-06-02 12:45:00,2023-06-11 14:47:55,2023-06-06 12:50:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,N/A,10,10,N/A,N/A,10,10,10,10,N/A,10,,Nil,5,"Existing customer wanting a new phone. New salesman. Excellent manner, service. Delighted to discover I was his first sale. Also impressed with other team members' readiness to oblige when he had a query.",10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
